Flexao Direita		Flexao Esquerda		Torcao Direita		Torcao Esquerda		Roll			Pitch			Yaw
.891683			21.790033		22.268640		22.268641		-28.891684		-43.425907
-41.797901		28.933163		21.801340		22.324791		22.324791		-28.933163		-45.217285
-41.806309		28.935133		21.793882		22.320548		22.320547		-28.935133		-45.178242
-41.804360		28.936346		21.816126		22.320613		22.320612		-28.936346		-45.212299
-41.803911		28.938323		21.809204		22.316634		22.316633		-28.938324		-45.359009
-41.803939		28.939368		21.806381		22.320594		22.320593		-28.939367		-45.656727
-41.799452		28.933542		21.801056		22.318179		22.318180		-28.933542		-45.985085
-41.802768		28.935017		21.826603		22.327499		22.327499		-28.935017		-46.094753
-41.793712		28.928471		21.814357		22.324738		22.324738		-28.928471		-46.053802
-41.794746		28.929505		21.816741		22.327122		22.327122		-28.929504		-46.076836
-41.787089		28.925575		21.816122		22.329722		22.329721		-28.925575		-46.034634
-41.792337		28.925694		21.815496		22.328167		22.328167		-28.925694		-45.874958
-41.787553		28.927132		21.811050		22.329907		22.329906		-28.927132		-45.844578
-41.791005		28.933081		21.805752		22.327443		22.327442		-28.933081		-45.898979
-41.784051		28.931377		21.808374		22.328773		22.328773		-28.931377		-45.980057
-41.778667		28.934846		21.814789		22.331628		22.331629		-28.934847		-46.005760
-41.779272		28.935451		21.811994		22.328833		22.328833		-28.935452		-45.997242
-41.782793		28.938945		21.835322		22.328083		22.328083		-28.938944		-45.971359
-41.788474		28.935168		21.835140		22.324922		22.324923		-28.935167		-45.863750
-41.792357		28.937667		21.844294		22.326483		22.326483		-28.937668		-45.818508
-41.797182		28.941031		21.856602		22.337326		22.337326		-28.941031		-45.787617
-41.796690		28.940065		21.863117		22.344942		22.344942		-28.940065		-45.662746
-41.800046		28.941369		21.853990		22.340866		22.340866		-28.941370		-45.407528
-41.796450		28.941065		21.866229		22.341680		22.341681		-28.941065		-45.277721
-41.795385		28.934751		21.858098		22.342322		22.342321		-28.934752		-45.297752
-41.795761		28.936489		21.853297		22.345148		22.345148		-28.936489		-45.202671
-41.798780		28.931360		21.848824		22.344476		22.344475		-28.931360		-45.178501
-41.801933		28.923023		21.824909		22.342080		22.342079		-28.923023		-45.219273
-41.805874		28.927019		21.815172		22.341277		22.341278		-28.927019		-45.296082
-41.799556		28.920701		21.813183		22.339288		22.339289		-28.920702		-45.214867
-41.799620		28.919967		21.826716		22.343181		22.343182		-28.919968		-45.071209
-41.794822		28.914766		21.836041		22.341479		22.341478		-28.914766		-45.043613
-41.793361		28.917187		21.839358		22.342076		22.342077		-28.917187		-45.067974
-41.786650		28.917812		21.837942		22.343022		22.343023		-28.917812		-45.108551
-41.790545		28.919028		21.832949		22.340215		22.340216		-28.919027		-45.144974
-41.786019		28.918973		21.844102		22.343000		22.343000		-28.918974		-45.206001
-41.780644		28.918632		21.855491		22.337206		22.337206		-28.918633		-45.175797
-41.781726		28.922781		21.883176		22.342053		22.342052		-28.922781		-45.070103
-41.784623		28.919882		21.871601		22.339920		22.339920		-28.919882		-45.020943
-41.782813		28.918072		21.871725		22.340044		22.340044		-28.918072		-45.130703
-41.781140		28.916244		21.869239		22.338916		22.338915		-28.916245		-45.322979
-41.781591		28.916986		21.868761		22.337355		22.337355		-28.916986		-45.618961
-41.781265		28.914902		21.855716		22.336433		22.336433		-28.914902		-45.773914
-41.780287		28.917293		21.849959		22.334473		22.334473		-28.917294		-46.073902
-41.783955		28.917231		21.855763		22.336115		22.336115		-28.917231		-46.204727
-41.784711		28.916658		21.850357		22.337891		22.337891		-28.916658		-46.265095
-41.792394		28.918389		21.851656		22.336069		22.336069		-28.918388		-46.236797
-41.796170		28.916606		21.859465		22.335687		22.335688		-28.916607		-46.154888
-41.798048		28.918485		21.859159		22.335381		22.335381		-28.918486		-46.179600
-41.796147		28.915893		21.877592		22.336479		22.336479		-28.915894		-46.109455
-41.795076		28.914991		21.878695		22.335064		22.335064		-28.914991		-45.872162
-41.791075		28.914441		21.862120		22.335480		22.335480		-28.914442		-45.855576
-41.798485		28.915374		21.869099		22.336291		22.336290		-28.915373		-45.802357
-41.794079		28.914131		21.872255		22.337020		22.337021		-28.914131		-45.690037
-41.794448		28.911945		21.870099		22.334719		22.334719		-28.911945		-45.527462
-41.796840		28.913891		21.872431		22.331739		22.331739		-28.913891		-45.394276
-41.789970		28.914527		21.865900		22.328682		22.328682		-28.914526		-45.324760
-41.791541		28.916098		21.859699		22.322481		22.322481		-28.916098		-45.291039
-41.790020		28.913137		21.873506		22.325884		22.325884		-28.913137		-45.225204
-41.781409		28.910360		21.863844		22.323790		22.323790		-28.910360		-45.105568
-41.775941		28.910575		21.861947		22.320515		22.320515		-28.910576		-45.144760
-41.773721		28.908018		21.839858		22.309385		22.309385		-28.908018		-45.150543
-41.775602		28.912252		21.846142		22.305649		22.305649		-28.912252		-45.195541
-41.776493		28.915131		21.842266		22.308863		22.308863		-28.915131		-45.355083
-41.780953		28.918276		21.833367		22.304760		22.304760		-28.918276		-45.374203
-41.774171		28.914380		21.839321		22.302234		22.302235		-28.914379		-45.368782
-41.770012		28.908649		21.831322		22.302070		22.302071		-28.908649		-45.417557
-41.769490		28.907457		21.848566		22.303074		22.303074		-28.907457		-45.364670
-41.768865		28.906832		21.849486		22.303995		22.303995		-28.906832		-45.157330
-41.767279		28.906409		21.838196		22.297057		22.297056		-28.906408		-44.986824
-41.773856		28.906416		21.833587		22.299956		22.299957		-28.906416		-44.926739
-41.769844		28.904377		21.827260		22.304693		22.304693		-28.904377		-44.765163
-41.767084		28.903366		21.822558		22.307581		22.307581		-28.903366		-44.624409
-41.767221		28.900900		21.817549		22.309392		22.309393		-28.900900		-44.629944
-41.766533		28.902874		21.816045		22.313270		22.313271		-28.902874		-44.724312
-41.767462		28.903803		21.818048		22.315273		22.315273		-28.903803		-44.893829
-41.771918		28.908414		21.818945		22.313545		22.313545		-28.908413		-45.036037
-41.773363		28.907649		21.819186		22.311793		22.311792		-28.907648		-45.147972
-41.770135		28.908018		21.845413		22.312888		22.312887		-28.908018		-45.086098
-41.774526		28.913683		21.841987		22.313123		22.313124		-28.913683		-45.026123
-41.778711		28.917225		21.826547		22.309911		22.309912		-28.917225		-45.064194
-41.781315		28.920756		21.826205		22.311344		22.311344		-28.920755		-45.009586
-41.785346		28.923215		21.826540		22.315174		22.315174		-28.923214		-45.018734
-41.776207		28.923351		21.818024		22.309821		22.309820		-28.923351		-45.054443
-41.776466		28.923611		21.818077		22.309874		22.309874		-28.923611		-45.127323
-41.776358		28.922549		21.816660		22.310634		22.310633		-28.922548		-45.192314
-41.780757		28.920626		21.812126		22.310972		22.310972		-28.920626		-45.330364
-41.782396		28.924710		21.811893		22.308839		22.308840		-28.924711		-45.517670
-41.791161		28.928648		21.806817		22.309611		22.309610		-28.928648		-45.594025
-41.789021		28.929516		21.801324		22.310408		22.310408		-28.929516		-45.857456
-41.792532		28.931575		21.795146		22.309391		22.309391		-28.931576		-45.976597
-41.792458		28.930919		21.784163		22.306643		22.306643		-28.930920		-46.092323
-41.793189		28.930909		21.794260		22.307944		22.307943		-28.930908		-45.979168
-41.791178		28.928897		21.790500		22.304184		22.304184		-28.928898		-45.818321
-41.787369		28.926838		21.797038		22.304831		22.304831		-28.926838		-45.815723
-41.782551		28.925448		21.792169		22.303168		22.303167		-28.925447		-45.934578
-41.786865		28.925540		21.790196		22.301806		22.301805		-28.925541		-46.074257
-41.792392		28.927501		21.787790		22.302586		22.302586		-28.927500		-46.021694
-41.795986		28.928566		21.790505		22.304522		22.304522		-28.928566		-45.955399
-41.794441		28.926664		21.798428		22.306040		22.306040		-28.926664		-45.837719
-41.795574		28.924519		21.799352		22.304473		22.304472		-28.924519		-45.618732
-41.794608		28.923553		21.802738		22.307859		22.307859		-28.923553		-45.309612
-41.794095		28.925827		21.805381		22.308093		22.308092		-28.925827		-45.159260
-41.783881		28.930543		21.792016		22.307485		22.307486		-28.930544		-45.236790
-41.781923		28.929335		21.795704		22.305537		22.305536		-28.929335		-45.316067
-41.776963		28.928515		21.787037		22.304504		22.304504		-28.928514		-45.502197
-41.770890		28.930735		21.794481		22.307241		22.307241		-28.930735		-45.711788
-41.768800		28.927357		21.795871		22.302466		22.302467		-28.927357		-45.783119
-41.773421		28.933358		21.808747		22.306824		22.306824		-28.933357		-45.868992
-41.776120		28.933808		21.814266		22.307973		22.307974		-28.933807		-46.075027
-41.778077		28.935765		21.813507		22.307215		22.307215		-28.935764		-46.161434
-41.782159		28.938227		21.827283		22.306643		22.306643		-28.938227		-46.177765
-41.789707		28.944603		21.848929		22.312428		22.312428		-28.944603		-46.197800
-41.789772		28.942394		21.856937		22.313000		22.313000		-28.942394		-46.360798
-41.794918		28.941069		21.846761		22.312222		22.312222		-28.941069		-46.472843
-41.796199		28.937855		21.839748		22.311146		22.311146		-28.937855		-46.476505
-41.792856		28.935663		21.843250		22.304391		22.304390		-28.935663		-46.399403
-41.787983		28.934095		21.852644		22.308431		22.308432		-28.934095		-46.229687
-41.787218		28.933330		21.852596		22.308383		22.308384		-28.933331		-46.086983
-41.781910		28.930086		21.847731		22.305332		22.305332		-28.930086		-45.897987
-41.782913		28.928652		21.842007		22.306286		22.306286		-28.928652		-45.850075
-41.779916		28.926555		21.833570		22.309428		22.309427		-28.926554		-45.871395
-41.784831		28.923922		21.819907		22.309018		22.309019		-28.923922		-45.898777
-41.779366		28.918457		21.817885		22.306997		22.306997		-28.918457		-45.758167
-41.778303		28.914933		21.823127		22.305473		22.305473		-28.914932		-45.750191
-41.772900		28.908957		21.819472		22.306226		22.306227		-28.908957		-45.943432
-41.773473		28.910958		21.815953		22.306995		22.306995		-28.910957		-45.957405
-41.770357		28.910186		21.827859		22.305398		22.305399		-28.910187		-45.981724
-41.772605		28.912635		21.818672		22.302789		22.302790		-28.912634		-46.109371
-41.765902		28.913779		21.811263		22.301092		22.301092		-28.913778		-46.157871
-41.763811		28.912034		21.813506		22.300267		22.300266		-28.912033		-46.085682
-41.761500		28.914755		21.798513		22.295457		22.295458		-28.914755		-45.872303
-41.764250		28.917505		21.800067		22.297011		22.297010		-28.917505		-45.764709
-41.761354		28.920530		21.812568		22.304253		22.304253		-28.920530		-45.736443
-41.751428		28.917259		21.800096		22.299552		22.299551		-28.917259		-45.619354
-41.749823		28.914486		21.810619		22.299167		22.299168		-28.914486		-45.389381
-41.749892		28.914554		21.812192		22.300740		22.300739		-28.914555		-45.224213
-41.749338		28.910763		21.807210		22.296509		22.296509		-28.910763		-45.161175
-41.750861		28.911019		21.809719		22.294960		22.294960		-28.911020		-45.142628
-41.754509		28.908923		21.808723		22.295165		22.295164		-28.908922		-45.095211
-41.756717		28.910022		21.802208		22.290934		22.290934		-28.910023		-45.105461
-41.761027		28.912519		21.811747		22.294921		22.294920		-28.912519		-45.229187
-41.760368		28.909609		21.812010		22.294033		22.294033		-28.909609		-45.247185
-41.762022		28.908649		21.806226		22.291753		22.291754		-28.908649		-45.305447
-41.772263		28.916552		21.794766		22.291495		22.291496		-28.916552		-45.504219
-41.776932		28.917546		21.795638		22.291164		22.291164		-28.917545		-45.603382
-41.774545		28.920384		21.790861		22.290703		22.290703		-28.920383		-45.638992
-41.779914		28.920384		21.790011		22.299067		22.299067		-28.920383		-45.621613
-41.780228		28.920698		21.783495		22.292551		22.292551		-28.920698		-45.540508
-41.776464		28.918563		21.779016		22.292139		22.292139		-28.918564		-45.493904
-41.775075		28.917484		21.785111		22.298512		22.298512		-28.917484		-45.475777
-41.774562		28.916354		21.796578		22.295602		22.295603		-28.916353		-45.383896
-41.774326		28.919991		21.796522		22.299451		22.299452		-28.919991		-45.238113
-41.772021		28.919373		21.786340		22.299084		22.299084		-28.919373		-45.137794
-41.774402		28.917911		21.775576		22.296753		22.296753		-28.917912		-45.031715
-41.766472		28.912047		21.752263		22.289668		22.289669		-28.912046		-44.831192
-41.765262		28.911320		21.750986		22.296259		22.296259		-28.911320		-44.701317
-41.757836		28.911559		21.757437		22.294260		22.294260		-28.911558		-44.678162
-41.763064		28.913806		21.762446		22.294748		22.294748		-28.913807		-44.597828
-41.764092		28.914834		21.763798		22.296101		22.296101		-28.914835		-44.707901
-41.762073		28.915579		21.757458		22.292418		22.292418		-28.915579		-44.841881
-41.752400		28.912102		21.768654		22.294613		22.294613		-28.912102		-45.036987
-41.761267		28.919137		21.765838		22.291531		22.291531		-28.919138		-45.177155
-41.764477		28.917829		21.758814		22.290922		22.290922		-28.917830		-45.256676
-41.763901		28.912187		21.774802		22.290012		22.290012		-28.912188		-45.322575
-41.762621		28.911453		21.772356		22.291432		22.291431		-28.911453		-45.287376
-41.767145		28.912273		21.778813		22.293304		22.293304		-28.912273		-45.114857
-41.765686		28.911364		21.776388		22.292909		22.292910		-28.911364		-45.207458
-41.772848		28.915152		21.788735		22.289624		22.289623		-28.915152		-45.468208
-41.772484		28.914670		21.784383		22.289774		22.289774		-28.914671		-45.698826
-41.772530		28.912163		21.789450		22.292260		22.292261		-28.912163		-45.759365
-41.777045		28.918710		21.813019		22.289747		22.289747		-28.918711		-45.739750
-41.781471		28.918399		21.830277		22.294115		22.294115		-28.918400		-45.796238
-41.777404		28.914332		21.825506		22.289344		22.289345		-28.914331		-45.896385
-41.771807		28.912498		21.830485		22.286832		22.286833		-28.912498		-45.879417
-41.779217		28.914595		21.830405		22.289142		22.289143		-28.914595		-45.772442
-41.776476		28.915701		21.819876		22.295016		22.295017		-28.915701		-45.650669
-41.772132		28.919421		21.834284		22.292957		22.292957		-28.919420		-45.613358
-41.770767		28.915261		21.846071		22.296522		22.296522		-28.915260		-45.620960
-41.777044		28.921538		21.849819		22.300271		22.300270		-28.921537		-45.627907
-41.782401		28.922665		21.844552		22.299929		22.299929		-28.922665		-45.424210
-41.782496		28.925561		21.836542		22.300578		22.300577		-28.925560		-45.246864
-41.779100		28.920909		21.840954		22.297477		22.297478		-28.920910		-45.160400
-41.785978		28.923587		21.834641		22.293521		22.293520		-28.923588		-44.925175
-41.779164		28.922340		21.823157		22.290343		22.290342		-28.922340		-44.780655
-41.785831		28.923802		21.810387		22.291188		22.291187		-28.923801		-45.007633
-41.788645		28.925472		21.815784		22.286871		22.286871		-28.925472		-45.175316
-41.784272		28.922658		21.821883		22.287507		22.287506		-28.922659		-45.277973
-41.781480		28.917836		21.819660		22.289040		22.289040		-28.917835		-45.344879
-41.788578		28.921169		21.816772		22.289095		22.289095		-28.921169		-45.545200
-41.787470		28.922904		21.807303		22.289598		22.289598		-28.922903		-45.673374
-41.785678		28.922829		21.804571		22.293352		22.293352		-28.922829		-45.595379
-41.788315		28.919687		21.792493		22.288924		22.288923		-28.919687		-45.498173
-41.788573		28.920834		21.792836		22.298894		22.298895		-28.920834		-45.434036
-41.785793		28.921442		21.789035		22.298105		22.298105		-28.921442		-45.403988
-41.779162		28.917884		21.791046		22.294629		22.294628		-28.917883		-45.397659
-41.782394		28.920045		21.788381		22.295853		22.295853		-28.920046		-45.655296
-41.777544		28.915196		21.786868		22.294340		22.294340		-28.915195		-45.751755
-41.777271		28.917023		21.784842		22.297969		22.297968		-28.917023		-45.785145
-41.772914		28.914923		21.801718		22.297812		22.297812		-28.914923		-45.789234
-41.772482		28.911176		21.795506		22.292359		22.292360		-28.911177		-45.808784
-41.768507		28.908646		21.800794		22.289569		22.289570		-28.908646		-45.822121
-41.764566		28.909998		21.827016		22.294096		22.294096		-28.909998		-45.759701
-41.776812		28.911556		21.833620		22.296920		22.296921		-28.911556		-45.682491
-41.774491		28.915111		21.834564		22.298696		22.298697		-28.915112		-45.483150
-41.769146		28.913963		21.850991		22.297988		22.297987		-28.913963		-45.494961
-41.773224		28.919383		21.847807		22.303484		22.303484		-28.919382		-45.676712
-41.774551		28.921026		21.838793		22.299610		22.299610		-28.921026		-45.654736
-41.778006		28.923283		21.833956		22.302688		22.302689		-28.923283		-45.462490
-41.780277		28.925554		21.839507		22.308240		22.308239		-28.925554		-45.334805
-41.779718		28.926514		21.830362		22.304176		22.304176		-28.926514		-45.265713
-41.786679		28.928525		21.828793		22.303148		22.303148		-28.928526		-45.195568
-41.785561		28.929734		21.823858		22.304823		22.304823		-28.929733		-45.091507
-41.788413		28.931459		21.814737		22.303978		22.303978		-28.931459		-44.984554
-41.790591		28.930209		21.822318		22.311564		22.311563		-28.930208		-45.041122
-41.782190		28.926599		21.818984		22.309923		22.309923		-28.926600		-45.144966
-41.777838		28.924618		21.826933		22.310231		22.310230		-28.924618		-45.352493
-41.777422		28.922183		21.849020		22.308011		22.308010		-28.922184		-45.521713
-41.778338		28.923099		21.848557		22.307548		22.307549		-28.923100		-45.532276
-41.773061		28.919055		21.845666		22.303496		22.303495		-28.919056		-45.364414
-41.771476		28.919342		21.842249		22.304418		22.304419		-28.919342		-45.148476
-41.762126		28.919099		21.836177		22.300098		22.300098		-28.919100		-44.939018
-41.762249		28.917443		21.840421		22.293961		22.293961		-28.917442		-44.963291
-41.756811		28.916115		21.832191		22.297900		22.297901		-28.916115		-45.127277
-41.747849		28.911139		21.840629		22.304466		22.304466		-28.911139		-45.364895
-41.747987		28.915292		21.838962		22.300709		22.300709		-28.915291		-45.567028
-41.751982		28.916043		21.833446		22.302441		22.302441		-28.916042		-45.798405
-41.750124		28.914110		21.831098		22.303971		22.303970		-28.914110		-45.824062
-41.750330		28.913806		21.827751		22.307230		22.307230		-28.913807		-45.691589
-41.751015		28.914957		21.814953		22.307852		22.307852		-28.914957		-45.633575
-41.754978		28.919192		21.827390		22.311195		22.311195		-28.919191		-45.442402
-41.746699		28.914725		21.833559		22.310658		22.310658		-28.914724		-45.380085
-41.753819		28.917566		21.834342		22.306476		22.306477		-28.917566		-45.361996
-41.753156		28.916904		21.830620		22.302753		22.302753		-28.916904		-45.301079
-41.752150		28.912683		21.822283		22.302173		22.302174		-28.912682		-45.215851
-41.758599		28.917549		21.840096		22.304816		22.304815		-28.917549		-45.181450
-41.759640		28.915978		21.822929		22.296237		22.296238		-28.915977		-45.245934
-41.762850		28.917030		21.823326		22.299864		22.299864		-28.917030		-45.414356
-41.766621		28.919308		21.832494		22.302851		22.302851		-28.919308		-45.420967
-41.775992		28.926486		21.831426		22.303735		22.303736		-28.926487		-45.460449
-41.777739		28.927688		21.831430		22.305730		22.305729		-28.927689		-45.521111
-41.777681		28.931872		21.838925		22.312290		22.312290		-28.931871		-45.516911
-41.779373		28.932152		21.842405		22.312606		22.312605		-28.932152		-45.422264
-41.773260		28.926135		21.830871		22.313255		22.313255		-28.926134		-45.375214
-41.772133		28.926927		21.828038		22.314141		22.314140		-28.926928		-45.264191
-41.769032		28.923826		21.820559		22.306662		22.306662		-28.923826		-45.069103
-41.769817		28.926015		21.826600		22.307977		22.307976		-28.926016		-44.952820
-41.776156		28.926927		21.815832		22.306407		22.306408		-28.926928		-44.780861
-41.773590		28.928375		21.819246		22.315331		22.315331		-28.928375		-44.617992
-41.773609		28.928621		21.816211		22.319144		22.319143		-28.928621		-44.510857
-41.766409		28.923819		21.815665		22.320102		22.320103		-28.923819		-44.458851
-41.767014		28.925844		21.822079		22.323252		22.323252		-28.925844		-44.419064
-41.762573		28.925329		21.817108		22.318893		22.318893		-28.925329		-44.418472
-41.765363		28.925680		21.808118		22.316953		22.316954		-28.925680		-44.492935
-41.759339		28.919451		21.798509		22.313764		22.313763		-28.919451		-44.580944
-41.759025		28.918044		21.795010		22.312281		22.312281		-28.918045		-44.520576
-41.765839		28.917891		21.786728		22.309358		22.309359		-28.917891		-44.743301
-41.763331		28.914588		21.790994		22.307715		22.307716		-28.914589		-44.870625
-41.762089		28.915599		21.790981		22.307531		22.307531		-28.915600		-45.202747
-41.766660		28.915951		21.787422		22.311078		22.311077		-28.915951		-45.428448
-41.770287		28.918840		21.781325		22.313895		22.313894		-28.918840		-45.495682
-41.773890		28.919769		21.801334		22.312865		22.312866		-28.919769		-45.410980
-41.779494		28.920892		21.797114		22.315288		22.315289		-28.920893		-45.149487
-41.774653		28.918714		21.811585		22.322221		22.322222		-28.918715		-44.917789
-41.775676		28.918922		21.818084		22.320155		22.320154		-28.918922		-44.778767
-41.786992		28.923532		21.843625		22.324873		22.324873		-28.923532		-44.852375
-41.786624		28.927371		21.857613		22.327139		22.327139		-28.927370		-44.940132
-41.784772		28.925264		21.848497		22.325013		22.325012		-28.925264		-45.170101
-41.792835		28.930311		21.844302		22.324805		22.324804		-28.930311		-45.157803
-41.784468		28.925332		21.837338		22.323637		22.323637		-28.925331		-45.069805
-41.779614		28.924891		21.827804		22.323833		22.323833		-28.924892		-45.085178
-41.779179		28.925851		21.812090		22.317843		22.317842		-28.925852		-45.179977
-41.782250		28.926787		21.819325		22.318565		22.318565		-28.926786		-45.365013
-41.780968		28.923799		21.812986		22.315312		22.315311		-28.923800		-45.410675
-41.774830		28.921818		21.809183		22.316129		22.316128		-28.921818		-45.418716
-41.772354		28.919342		21.808799		22.315744		22.315744		-28.919342		-45.505264
-41.770947		28.919192		21.810928		22.321424		22.321424		-28.919191		-45.484165
-41.774644		28.918290		21.818901		22.322385		22.322386		-28.918289		-45.512920
-41.774560		28.915712		21.825544		22.323295		22.323296		-28.915712		-45.476025
-41.771933		28.913055		21.828175		22.327378		22.327377		-28.913055		-45.302143
-41.773498		28.914619		21.823243		22.322446		22.322447		-28.914619		-45.102417
-41.769764		28.916501		21.815658		22.323435		22.323435		-28.916500		-44.922581
-41.762416		28.913584		21.815670		22.317481		22.317480		-28.913584		-44.814285
-41.761498		28.913089		21.819945		22.322896		22.322895		-28.913090		-44.698597
-41.755072		28.912659		21.816670		22.324125		22.324125		-28.912659		-44.627712
-41.759911		28.912498		21.813603		22.324738		22.324738		-28.912498		-44.470715
-41.758874		28.911347		21.801577		22.322062		22.322062		-28.911346		-44.399033
-41.760560		28.911245		21.799092		22.319165		22.319164		-28.911245		-44.399586
-41.757450		28.911088		21.810320		22.319769		22.319769		-28.911087		-44.441574
-41.760693		28.912235		21.817392		22.320423		22.320423		-28.912235		-44.612942
-41.761418		28.912081		21.811103		22.325887		22.325888		-28.912081		-44.461765
-41.757842		28.911692		21.800316		22.322501		22.322500		-28.911692		-44.298908
-41.767199		28.915298		21.819031		22.322812		22.322811		-28.915298		-44.188507
-41.768379		28.916548		21.811885		22.323363		22.323364		-28.916548		-44.193249
-41.768519		28.916688		21.812429		22.323908		22.323908		-28.916689		-44.217045
-41.771422		28.917030		21.809287		22.321541		22.321541		-28.917030		-44.254406
-41.766640		28.914571		21.814650		22.316590		22.316589		-28.914572		-44.303619
-41.770487		28.917341		21.831005		22.317544		22.317545		-28.917341		-44.406746
-41.774893		28.917470		21.833673		22.318540		22.318539		-28.917471		-44.686516
-41.777088		28.920387		21.829345		22.318374		22.318375		-28.920387		-45.028881
-41.782468		28.924762		21.835561		22.318622		22.318621		-28.924761		-45.317020
-41.784575		28.928460		21.829547		22.322443		22.322443		-28.928461		-45.460510
-41.779999		28.929915		21.826075		22.321833		22.321833		-28.929914		-45.561543
-41.777552		28.930178		21.826406		22.323543		22.323544		-28.930178		-45.556908
-41.777436		28.930062		21.826568		22.323705		22.323706		-28.930061		-45.588657
-41.782050		28.933709		21.827096		22.327595		22.327595		-28.933710		-45.527470
-41.784435		28.934799		21.834962		22.326160		22.326160		-28.934799		-45.586563
-41.774428		28.928617		21.826206		22.320715		22.320715		-28.928617		-45.690075
-41.777550		28.931739		21.824679		22.319188		22.319189		-28.931738		-45.820637
-41.776703		28.929587		21.832011		22.319766		22.319765		-28.929586		-45.887928
-41.784730		28.929352		21.834661		22.327706		22.327705		-28.929352		-46.090469
-41.778525		28.924967		21.829038		22.326415		22.326414		-28.924967		-46.230766
-41.776948		28.920800		21.835821		22.326756		22.326756		-28.920801		-46.280148
-41.779649		28.924639		21.839006		22.327643		22.327642		-28.924639		-46.286079
-41.781556		28.927050		21.847896		22.328961		22.328960		-28.927050		-46.166641
-41.782365		28.929833		21.845707		22.329550		22.329550		-28.929832		-46.143684
-41.776526		28.928409		21.849924		22.329029		22.329029		-28.928410		-45.958378
-41.782967		28.928423		21.834762		22.325290		22.325289		-28.928423		-45.794258
-41.786233		28.929416		21.827902		22.322979		22.322979		-28.929417		-45.500908
-41.781094		28.927928		21.828975		22.325243		22.325243		-28.927927		-45.392750
-41.780061		28.927968		21.827417		22.328160		22.328159		-28.927969		-45.367218
-41.783372		28.931466		21.827651		22.332362		22.332361		-28.931465		-45.370010
-41.786954		28.932616		21.821709		22.331022		22.331022		-28.932617		-45.261105
-41.787400		28.932589		21.816137		22.329097		22.329098		-28.932589		-45.105892
-41.796139		28.936134		21.831467		22.328428		22.328428		-28.936134		-44.802105
-41.790901		28.937503		21.840534		22.330091		22.330091		-28.937504		-44.655739
-41.795429		28.939774		21.829762		22.324311		22.324310		-28.939774		-44.441109
-41.787136		28.936435		21.832720		22.322812		22.322811		-28.936434		-44.501633
-41.787641		28.933979		21.829495		22.322341		22.322340		-28.933979		-44.622082
-41.794960		28.935191		21.840861		22.323754		22.323755		-28.935192		-44.967079
-41.788671		28.932323		21.840803		22.326604		22.326605		-28.932323		-45.089218
-41.785107		28.929464		21.837821		22.328331		22.328331		-28.929464		-44.961384
-41.779163		28.929645		21.838574		22.335799		22.335800		-28.929646		-44.937103
-41.778035		28.926821		21.851199		22.337063		22.337063		-28.926821		-44.934559
-41.772988		28.928020		21.847027		22.334929		22.334929		-28.928020		-44.849304
-41.766690		28.924574		21.841491		22.330579		22.330580		-28.924574		-44.881298
-41.768256		28.923085		21.838992		22.331341		22.331341		-28.923084		-45.004116
-41.768508		28.920865		21.846592		22.333928		22.333927		-28.920866		-45.127254
-41.767687		28.919864		21.855655		22.333658		22.333658		-28.919865		-45.117966
-41.770336		28.921207		21.871605		22.334990		22.334990		-28.921207		-45.047314
-41.768458		28.919328		21.873233		22.336617		22.336617		-28.919329		-44.986771
-41.765295		28.917016		21.864883		22.332220		22.332220		-28.917017		-45.000114
-41.765917		28.917822		21.862068		22.332876		22.332876		-28.917822		-45.266548
-41.771515		28.918413		21.854937		22.332255		22.332254		-28.918413		-45.543552
-41.780291		28.922361		21.844477		22.333305		22.333305		-28.922361		-45.737972
-41.785588		28.920725		21.833742		22.328225		22.328224		-28.920725		-45.800652
-41.795072		28.930209		21.833022		22.327504		22.327505		-28.930208		-45.858391
-41.790166		28.924844		21.829698		22.328218		22.328218		-28.924843		-45.995682
-41.795147		28.928433		21.821940		22.330315		22.330315		-28.928432		-45.903751
-41.799415		28.928146		21.810982		22.327774		22.327774		-28.928146		-45.750084
-41.801317		28.930048		21.816810		22.333602		22.333601		-28.930048		-45.589134
-41.797190		28.926217		21.826584		22.334736		22.334736		-28.926216		-45.531860
-41.794878		28.925916		21.844609		22.338392		22.338392		-28.925917		-45.523312
-41.786676		28.921599		21.843510		22.338641		22.338640		-28.921598		-45.464596
-41.791347		28.925469		21.879845		22.343087		22.343088		-28.925468		-45.317772
-41.798618		28.928580		21.885497		22.348066		22.348066		-28.928579		-45.289551
-41.800380		28.930342		21.885032		22.347602		22.347603		-28.930342		-45.267708
-41.792336		28.924372		21.881197		22.345628		22.345629		-28.924372		-45.178913
-41.790793		28.927163		21.878188		22.347105		22.347105		-28.927162		-45.155598
-41.791531		28.928652		21.868476		22.345539		22.345539		-28.928652		-45.279137
-41.782846		28.928395		21.870016		22.350088		22.350088		-28.928396		-45.421223
-41.781702		28.926568		21.863273		22.348195		22.348194		-28.926569		-45.497913
-41.776633		28.924953		21.859411		22.348323		22.348322		-28.924953		-45.543713
-41.789562		28.930352		21.872435		22.352819		22.352819		-28.930353		-45.654438
-41.784463		28.931226		21.885979		22.348831		22.348831		-28.931227		-45.841125
-41.785272		28.932036		21.886062		22.348915		22.348915		-28.932035		-46.092648
-41.785824		28.930731		21.880729		22.349514		22.349514		-28.930731		-46.318947
