Flexao Direita		Flexao Esquerda		Torcao Direita		Torcao Esquerda		Roll			Pitch			Yaw
185		1.869034		-3.541042		-2.295129		-6.425319		153.807495
6.324146		4.832526		1.874319		-3.538270		-2.294869		-6.436422		153.865707
6.336912		4.843586		1.874927		-3.535078		-2.293305		-6.448310		154.067932
6.345105		4.853305		1.883150		-3.534962		-2.297232		-6.457247		154.235718
6.353204		4.857042		1.887448		-3.538076		-2.301002		-6.461597		154.355484
6.359003		4.862910		1.880607		-3.531197		-2.295528		-6.465983		154.545441
6.365131		4.873494		1.883383		-3.528407		-2.295765		-6.474024		154.583786
6.369551		4.873880		1.882353		-3.525476		-2.294511		-6.475457		154.610977
6.372797		4.872370		1.882702		-3.520463		-2.292742		-6.477949		154.553452
6.376257		4.874665		1.884300		-3.520929		-2.293527		-6.478129		154.514053
6.379388		4.873956		1.884055		-3.521221		-2.291821		-6.481189		154.534866
6.384805		4.873127		1.881397		-3.517962		-2.289962		-6.482769		154.555740
6.391668		4.877050		1.874645		-3.508372		-2.281636		-6.487727		154.485458
6.394266		4.883810		1.872249		-3.503802		-2.278980		-6.491394		154.458191
6.393411		4.883531		1.871022		-3.505059		-2.278108		-6.489350		154.375397
6.398236		4.883305		1.864760		-3.501368		-2.274291		-6.492265		154.212784
6.403258		4.888040		1.868389		-3.502354		-2.273989		-6.495895		154.273804
6.405423		4.889523		1.864830		-3.499543		-2.272750		-6.498476		154.460953
6.405104		4.886788		1.863548		-3.499934		-2.271034		-6.494713		154.522964
6.411018		4.892124		1.863766		-3.503476		-2.272947		-6.498080		154.499344
6.412164		4.886586		1.862263		-3.500468		-2.272969		-6.497933		154.510391
6.420342		4.887610		1.860676		-3.494482		-2.269923		-6.502103		154.507492
6.421232		4.889669		1.857700		-3.495170		-2.268882		-6.501891		154.591431
6.428183		4.897795		1.862161		-3.498549		-2.272456		-6.507555		154.760849
6.427885		4.896421		1.862437		-3.497802		-2.273099		-6.506660		154.897964
6.431408		4.895808		1.861141		-3.493930		-2.271742		-6.509336		155.106705
6.434191		4.897011		1.862708		-3.491661		-2.270155		-6.510010		155.379257
6.435658		4.897627		1.861454		-3.490516		-2.267433		-6.512923		155.529297
6.436094		4.901349		1.860171		-3.491412		-2.266980		-6.514080		155.599182
6.438624		4.903157		1.860133		-3.493389		-2.268205		-6.515467		155.585022
6.435826		4.898506		1.859626		-3.491897		-2.264835		-6.510641		155.624191
6.434973		4.895792		1.860041		-3.492153		-2.265329		-6.509097		155.233704
6.432090		4.891103		1.863659		-3.492409		-2.266503		-6.505760		155.096664
6.431053		4.892094		1.868041		-3.493684		-2.269750		-6.505125		155.134659
6.427690		4.889114		1.867653		-3.488535		-2.267164		-6.503697		155.350174
6.426134		4.890206		1.867756		-3.488134		-2.266422		-6.503072		155.613983
6.426729		4.892471		1.861150		-3.482964		-2.262597		-6.504668		155.930374
6.428026		4.892376		1.858811		-3.478005		-2.259365		-6.506540		156.128571
6.423986		4.891504		1.853089		-3.476862		-2.258256		-6.503768		156.417389
6.421279		4.887589		1.849673		-3.475343		-2.257908		-6.501192		156.368378
6.421296		4.890047		1.849534		-3.477747		-2.259003		-6.501925		156.325668
6.420247		4.889929		1.853627		-3.478207		-2.261169		-6.502876		156.312683
6.421510		4.889977		1.851043		-3.475115		-2.259542		-6.505681		156.294205
6.419501		4.885844		1.851944		-3.473703		-2.259384		-6.504802		156.370590
6.420185		4.890478		1.850574		-3.472351		-2.259668		-6.507922		156.465485
6.421067		4.889328		1.845844		-3.466757		-2.255285		-6.508354		156.531769
6.423926		4.889134		1.844699		-3.467379		-2.255609		-6.508760		156.408859
6.422096		4.889147		1.836795		-3.466293		-2.250866		-6.507008		156.326767
6.426432		4.895239		1.840039		-3.468757		-2.253585		-6.510777		156.278107
6.423064		4.888369		1.843656		-3.468302		-2.255122		-6.507164		156.225327
6.425584		4.886801		1.846580		-3.469077		-2.255584		-6.505556		156.124115
6.424365		4.882759		1.850690		-3.472186		-2.257826		-6.502948		155.951080
6.424347		4.876801		1.851789		-3.474604		-2.258144		-6.502287		155.821976
6.428185		4.880678		1.855041		-3.473345		-2.259036		-6.503678		155.697220
6.425217		4.877396		1.850095		-3.473851		-2.257523		-6.500806		155.610214
6.422748		4.876915		1.849680		-3.476013		-2.257890		-6.498583		155.586426
6.426937		4.876604		1.852745		-3.474330		-2.258012		-6.501836		155.588440
6.428818		4.876927		1.846563		-3.470293		-2.252418		-6.503815		155.573303
6.428048		4.878461		1.845703		-3.472419		-2.253324		-6.503184		155.553848
6.430059		4.879415		1.844074		-3.464965		-2.249660		-6.505399		155.533386
6.429396		4.878339		1.844783		-3.463095		-2.251175		-6.505473		155.453400
6.432284		4.881851		1.843678		-3.463316		-2.251360		-6.506308		155.311920
6.435206		4.880047		1.847945		-3.469359		-2.256690		-6.504845		155.249954
6.433480		4.876275		1.850647		-3.471231		-2.256858		-6.504514		155.262314
6.433900		4.877747		1.852027		-3.473765		-2.257210		-6.503948		155.305832
6.435882		4.878948		1.853273		-3.471072		-2.256723		-6.507411		155.313675
6.436126		4.874228		1.850086		-3.472240		-2.254902		-6.506473		155.326553
6.436196		4.877674		1.849551		-3.468276		-2.254498		-6.506427		155.251389
6.442583		4.887220		1.845585		-3.463445		-2.249516		-6.513712		155.260727
6.445083		4.889600		1.848745		-3.468087		-2.251864		-6.514120		155.235626
6.447960		4.887683		1.852534		-3.469314		-2.255908		-6.514958		155.300613
6.444830		4.887962		1.852814		-3.467089		-2.255940		-6.514907		155.514938
6.444161		4.893650		1.852018		-3.467110		-2.257565		-6.515934		155.577011
6.442053		4.892463		1.852647		-3.467406		-2.257803		-6.515890		155.677872
6.440771		4.890277		1.851793		-3.465453		-2.257103		-6.513614		155.655319
6.443163		4.893156		1.850573		-3.466952		-2.257502		-6.513424		155.731903
6.437384		4.886954		1.853231		-3.467606		-2.259295		-6.510967		155.764069
6.446239		4.894527		1.852516		-3.465798		-2.259954		-6.517687		155.832016
6.446073		4.900121		1.852991		-3.465150		-2.258509		-6.518891		155.884384
6.443839		4.899364		1.854618		-3.466295		-2.259863		-6.517484		155.717499
6.439615		4.895067		1.857409		-3.467551		-2.259740		-6.511743		155.539825
6.439326		4.898658		1.855329		-3.466391		-2.259153		-6.515349		155.535278
6.439726		4.900955		1.855702		-3.472229		-2.260513		-6.518068		155.527328
6.436688		4.898843		1.858371		-3.476304		-2.262344		-6.516583		155.449738
6.434877		4.895586		1.862290		-3.479183		-2.265123		-6.514855		155.443817
6.427568		4.897274		1.864358		-3.484080		-2.269722		-6.512235		155.394501
6.426937		4.898279		1.866705		-3.489630		-2.272936		-6.512543		155.390884
6.428215		4.889543		1.867072		-3.491902		-2.273951		-6.511382		155.409119
6.431144		4.891754		1.865722		-3.491037		-2.270832		-6.513330		155.538101
6.432600		4.891851		1.867025		-3.494620		-2.273223		-6.513169		155.671555
6.432838		4.886098		1.863200		-3.491991		-2.271129		-6.510071		155.757263
6.436008		4.891921		1.858133		-3.489922		-2.267960		-6.510748		155.757736
6.438266		4.899860		1.856820		-3.491663		-2.268229		-6.512880		155.735977
6.441482		4.900714		1.856951		-3.493744		-2.270413		-6.515851		155.715942
6.449610		4.907960		1.851448		-3.486477		-2.263273		-6.520458		155.658585
6.451143		4.911272		1.852469		-3.489408		-2.264904		-6.521481		155.581238
6.448874		4.903034		1.855228		-3.489638		-2.265055		-6.519823		155.809692
6.447320		4.904358		1.855323		-3.490096		-2.266370		-6.519134		156.022324
6.453158		4.907988		1.854913		-3.489044		-2.266235		-6.523804		156.209015
6.456480		4.914671		1.855218		-3.490335		-2.265367		-6.526979		156.269516
6.460692		4.913777		1.859387		-3.491101		-2.266961		-6.527040		156.350388
6.456746		4.907614		1.860792		-3.490984		-2.268811		-6.525337		156.400818
6.459538		4.910764		1.861608		-3.488324		-2.268028		-6.528054		156.333389
6.462011		4.916618		1.859272		-3.486625		-2.266674		-6.530181		156.353668
6.461055		4.912118		1.857182		-3.482532		-2.263649		-6.528352		156.349777
6.459684		4.912332		1.856670		-3.479380		-2.262814		-6.527357		156.364853
6.460563		4.914559		1.855998		-3.478677		-2.262397		-6.530333		156.326843
6.458727		4.911795		1.856088		-3.475465		-2.261408		-6.527742		156.387344
6.458205		4.904231		1.855380		-3.476914		-2.262193		-6.524635		156.312561
6.456982		4.907448		1.854163		-3.476315		-2.261797		-6.525155		156.476700
6.454595		4.903581		1.852321		-3.473993		-2.259142		-6.521403		156.572449
6.448256		4.900970		1.854835		-3.473555		-2.259943		-6.517558		156.520721
6.448138		4.901898		1.857309		-3.472370		-2.261720		-6.517464		156.402557
6.453176		4.905183		1.857029		-3.475620		-2.263912		-6.520772		156.454926
6.449643		4.903304		1.858834		-3.480162		-2.264707		-6.520389		156.524200
6.451923		4.903389		1.860221		-3.481886		-2.265612		-6.522465		156.641663
6.450970		4.906255		1.862925		-3.483946		-2.266280		-6.521938		156.674805
6.453244		4.902587		1.863661		-3.487174		-2.269465		-6.523616		156.579971
