-25.189871		0.000000		0.293222		0.000000		0.000000		0.000000		0.000000
-59.137794		33.993288		21.611772		21.905957		21.905956		-33.993286		-147.436813
-59.110252		33.989419		21.565851		21.909596		21.909595		-33.989418		-146.350266
-59.097530		33.991020		21.532548		21.910344		21.910343		-33.991020		-144.743515
-59.082064		33.989866		21.553259		21.922129		21.922129		-33.989864		-143.996826
-59.074004		33.991720		21.518618		21.923270		21.923269		-33.991722		-142.631653
-59.054855		33.990491		21.507445		21.931597		21.931597		-33.990490		-140.695923
-59.038548		33.993636		21.493940		21.935366		21.935366		-33.993637		-139.127289
-59.026560		33.995238		21.517587		21.934994		21.934994		-33.995239		-138.504532
-59.006764		33.997092		21.500241		21.942147		21.942146		-33.997093		-137.760574
-58.997383		33.997154		21.502357		21.943829		21.943829		-33.997154		-137.083618
-58.980604		33.994179		21.469216		21.946620		21.946621		-33.994179		-136.582993
-58.969130		33.994067		21.456079		21.952202		21.952202		-33.994068		-136.160172
-58.956543		33.995825		21.462249		21.951902		21.951902		-33.995827		-135.493988
-58.939803		33.995194		21.394808		21.949119		21.949118		-33.995193		-134.885864
-58.931883		33.993964		21.431337		21.951041		21.951042		-33.993965		-135.012924
-58.923135		33.996891		21.441788		21.954617		21.954617		-33.996891		-135.743500
-58.908117		33.997810		21.467959		21.951391		21.951391		-33.997810		-135.979797
-58.894372		33.998930		21.438506		21.951082		21.951082		-33.998928		-135.426895
-58.890953		34.001013		21.449343		21.955512		21.955511		-34.001015		-135.179916
-58.872606		34.000658		21.411299		21.952286		21.952286		-34.000656		-134.717407
-58.856399		33.996922		21.388841		21.958100		21.958099		-33.996922		-133.649063
-58.853223		33.993746		21.393894		21.963153		21.963152		-33.993744		-132.853058
-58.839356		33.991218		21.363572		21.962275		21.962275		-33.991219		-132.200775
-58.814484		33.989040		21.421071		21.967801		21.967800		-33.989040		-131.551590
-58.798076		33.987588		21.399077		21.969199		21.969200		-33.987587		-130.760223
-58.792255		33.988968		21.373657		21.968950		21.968950		-33.988968		-130.848877
